Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2022,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"3,112",46.9
2022,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"2,229",33.6
2022,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,439,6.6
2022,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,084",16.3
2022,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,230,3.5
2022,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,555,8.4
2022,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,250,3.8
2022,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,17,0.3
2022,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0.0
2022,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,079",46.4
2022,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,60,0.9
2022,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2022,March,D Public order and security offences,D40 Public security offences,D43 Hacking,58,0.9
2022,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,8,0.1
2022,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,98,1.5
2022,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0.0
2022,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,871",133.8
2022,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,634,9.6
2022,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,567,8.6
2022,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,967",29.7
2022,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"51,181",771.9
2022,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"4,365",65.8
2022,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"11,332",170.9
2022,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,218",18.4
2022,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,19,0.3
2022,March,F Other offences,F20 Transport regulation offences,F21 Public transport,122,1.8
2022,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,24,0.4
2022,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,156,2.4
2022,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,6,0.1
2022,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,24,0.4
2022,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,19,0.3
2022,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,36,0.5
2022,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,122,1.8
2022,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,2,0.0
2022,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,151,2.3
2022,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,81,1.2
2022,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,67,1.0
2022,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,"10,480",158.1
2022,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,176,2.7
2022,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,29,0.4
2022,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,144,2.2
2021,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,61,0.9
2021,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,18,0.3
2021,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,34,0.5
2021,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,83,1.3
2021,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,541",115.2
2021,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"7,469",114.1
2021,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,515",53.7
2021,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"16,172",247.0
2021,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"10,996",167.9
2021,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,462",68.1
2021,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,597",85.5
2021,March,A Crimes against the person,A30 Sexual offences,A33 Incest,501,7.7
2021,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"2,761",42.2
2021,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,829,12.7
2021,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,183,2.8
2021,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,591,9.0
2021,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,276",34.8
2021,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,318,4.9
2021,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,157,2.4
2021,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,87,1.3
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,565",23.9
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,300",19.9
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"2,103",32.1
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,334",20.4
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,359",66.6
2021,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,417",52.2
2021,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,391",21.2
2021,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,23,0.4
2021,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,201",18.3
2021,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,668",56.0
2021,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"1,737",26.5
2021,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,98,1.5
2021,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,323,4.9
2021,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"34,985",534.3
2021,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,072",46.9
2021,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,475,7.3
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,660",55.9
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,90,1.4
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,8,0.1
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"17,334",264.7
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"9,591",146.5
2021,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,69,1.1
2021,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"15,513",236.9
2021,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"48,030",733.5
2021,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"18,146",277.1
2021,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"7,139",109.0
2021,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,576",268.4
2021,March,B Property and deception offences,B40 Theft,B46 Fare evasion,25,0.4
2021,March,B Property and deception offences,B40 Theft,B49 Other theft,"39,321",600.5
2021,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"4,291",65.5
2021,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,81,1.2
2021,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"29,825",455.5
2021,March,B Property and deception offences,B50 Deception,B54 State false information,998,15.2
2021,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,11,0.2
2021,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,79,1.2
2021,March,B Property and deception offences,B50 Deception,B59 Other deception offences,587,9.0
2021,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,5,0.1
2021,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,134,2.0
2021,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"5,447",83.2
2021,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,254",19.2
2021,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,2,0.0
2021,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,903,13.8
2021,March,C Drug offences,C30 Drug use and possession,C31 Drug use,539,8.2
2021,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"31,577",482.3
2021,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,62,0.9
2021,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"5,446",83.2
2021,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,894",166.4
2021,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,309,4.7
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,933",29.5
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"3,812",58.2
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"2,364",36.1
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,637,9.7
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,579",24.1
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,281,4.3
2021,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,190,2.9
2021,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,249,3.8
2021,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,65,1.0
2021,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0.0
2021,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,251",49.7
2021,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,132,2.0
2021,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,4,0.1
2021,March,D Public order and security offences,D40 Public security offences,D43 Hacking,139,2.1
2021,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,8,0.1
2021,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,4,0.1
2021,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,166,2.5
2021,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,2,0.0
2021,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"9,979",152.4
2021,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,780,11.9
2021,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,741,11.3
2021,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,019",30.8
2021,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"54,261",828.7
2021,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"4,415",67.4
2021,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"10,750",164.2
2021,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,446",22.1
2021,March,F Other offences,F10 Regulatory driving offences,F12 Drug driving,1,0.0
2021,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,11,0.2
2021,March,F Other offences,F20 Transport regulation offences,F21 Public transport,113,1.7
2021,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,10,0.2
2021,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,133,2.0
2021,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,6,0.1
2021,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,21,0.3
2021,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,46,0.7
2021,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,32,0.5
2021,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,135,2.1
2021,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.2
2021,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,147,2.2
2021,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,87,1.3
2021,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,61,0.9
2021,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,"37,651",575.0
2021,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,191,2.9
2021,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,28,0.4
2021,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,38,0.6
2020,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,57,0.9
2020,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,35,0.5
2020,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.3
2020,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,100,1.5
2020,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,859",118.8
2020,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,041",121.6
2020,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,934",44.4
2020,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"15,377",232.5
2020,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"11,459",173.2
2020,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,584",69.3
2020,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,075",91.8
2020,March,A Crimes against the person,A30 Sexual offences,A33 Incest,370,5.6
2020,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"2,137",32.3
2020,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,584,8.8
2020,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,174,2.6
2020,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,546,8.3
2020,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2020,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"3,580",54.1
2020,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,529,8.0
2020,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,150,2.3
2020,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,82,1.2
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,378",20.8
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,998,15.1
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,875",28.3
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,983,14.9
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,179",63.2
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,038",45.9
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,144",17.3
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,43,0.7
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,085",16.4
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,457",52.3
2020,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,130",32.2
2020,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,134,2.0
2020,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,541,8.2
2020,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"37,666",569.4
2020,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,090",46.7
2020,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,478,7.2
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"4,271",64.6
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,136,2.1
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.0
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"25,058",378.8
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"13,947",210.8
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,87,1.3
2020,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"21,048",318.2
2020,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"64,408",973.7
2020,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"25,757",389.4
2020,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"8,311",125.6
2020,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"18,419",278.4
2020,March,B Property and deception offences,B40 Theft,B46 Fare evasion,45,0.7
2020,March,B Property and deception offences,B40 Theft,B49 Other theft,"52,158",788.5
2020,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,479",52.6
2020,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,6,0.1
2020,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"30,083",454.8
2020,March,B Property and deception offences,B50 Deception,B54 State false information,"1,013",15.3
2020,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,9,0.1
2020,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,191,2.9
2020,March,B Property and deception offences,B50 Deception,B59 Other deception offences,419,6.3
2020,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,2,0.0
2020,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,69,1.0
2020,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,926",74.5
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,035",15.6
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.0
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,455,6.9
2020,March,C Drug offences,C30 Drug use and possession,C31 Drug use,598,9.0
2020,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"26,776",404.8
2020,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,61,0.9
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,554",68.8
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,722",162.1
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,282,4.3
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,774",26.8
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"5,183",78.4
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"2,725",41.2
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,600,9.1
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,648",24.9
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,411,6.2
2020,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,109,1.6
2020,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,204,3.1
2020,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,156,2.4
2020,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,6,0.1
2020,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,058",46.2
2020,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,110,1.7
2020,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2020,March,D Public order and security offences,D40 Public security offences,D42 Sabotage,2,0.0
2020,March,D Public order and security offences,D40 Public security offences,D43 Hacking,90,1.4
2020,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,1,0.0
2020,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,174,2.6
2020,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,4,0.1
2020,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"9,159",138.5
2020,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,695,10.5
2020,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,703,10.6
2020,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,082",31.5
2020,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"46,304",700.0
2020,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"4,032",61.0
2020,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"14,455",218.5
2020,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,853",28.0
2020,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,4,0.1
2020,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,22,0.3
2020,March,F Other offences,F20 Transport regulation offences,F21 Public transport,262,4.0
2020,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,4,0.1
2020,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,103,1.6
2020,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,12,0.2
2020,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,23,0.3
2020,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,44,0.7
2020,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,67,1.0
2020,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,137,2.1
2020,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.2
2020,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,34,0.5
2020,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,67,1.0
2020,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,56,0.8
2020,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,60,0.9
2020,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,220,3.3
2020,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,35,0.5
2020,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,111,1.7
2019,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,49,0.7
2019,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,27,0.4
2019,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,15,0.2
2019,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,93,1.4
2019,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,728",118.2
2019,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,412",128.7
2019,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,014",46.1
2019,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"14,135",216.2
2019,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"11,401",174.4
2019,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,199",64.2
2019,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,649",101.7
2019,March,A Crimes against the person,A30 Sexual offences,A33 Incest,470,7.2
2019,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,590",24.3
2019,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,536,8.2
2019,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,161,2.5
2019,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,553,8.5
2019,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2019,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,850",43.6
2019,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,445,6.8
2019,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,171,2.6
2019,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,86,1.3
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,340",20.5
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,039",15.9
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,766",27.0
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,954,14.6
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,070",62.3
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,130",47.9
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,257",19.2
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,59,0.9
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,255",19.2
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,349",51.2
2019,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,426",37.1
2019,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,53,0.8
2019,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,740,11.3
2019,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"36,213",553.9
2019,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"2,620",40.1
2019,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,510,7.8
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,499",53.5
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,116,1.8
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"23,139",354.0
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"12,180",186.3
